res_ew,res_GMV_P,res_GMV_LS,res_GMV_NLS,res_MV_P,res_MV_LS,res_MV_NLS,res_spo_LOG,res_spo_EXP_05,res_spo_EXP_10,res_spo_EXP_50,res_spo_EXP_100,res_spo_EXP_150
0.014532462087537511,-0.02743532174642993,-0.02014521125354285,-0.010282492334500293,0.026794543746682175,0.026275277875019976,0.03202268401003226,0.01939494951919607,0.025504936099716158,0.026711230959868937,0.030164034668431094,0.030573725011818542,0.026069389065114246
0.0006311344101062875,-0.03396194683755849,-0.025802206126103178,-0.012698076569498729,-0.003554345641324878,-0.0034577729523394916,-0.010424221925589689,-0.002607563875454799,-0.002107307165343242,-0.0026820744796424156,-0.004885960821426227,-0.004757475232626374,-0.0056146333473446886
-0.011813845304921796,-0.033001538683834486,-0.02552507056906006,-0.017181337211316983,0.009339321630747131,0.009231736781627302,0.015317180944859997,0.048139943235627314,0.01577730644923392,0.027332031975072058,0.019564234679939396,0.012824367163669192,0.024384980095784048
-0.01749009976279669,-0.03468195694544396,-0.03019715596846162,-0.020396966768125746,-0.007793897108659865,-0.007181714707969854,-0.009373405658226943,-0.019095381375902054,-0.01426405560521593,-0.012230465631445364,-0.007746662079984645,-0.006439363836347245,-0.019735243616790354
-0.004323667108577813,-0.027585129803071262,-0.019419177023101253,-0.006977287836520962,0.003785784042671435,0.0022567435161929906,0.0025540576368383427,-0.02369764374872385,-0.00871830452654443,-0.01086945521262106,-0.0036256831813632484,0.00023708705934200047,-0.00905653668120876
-0.024635936940888732,-0.029150415565404653,-0.024941485635781246,-0.017651674455791744,-0.011244287850017342,-0.011620318272977033,-0.01348065702404878,-0.019589084494810782,-0.020973031729899394,-0.017191690712960783,-0.013185971715906741,-0.010670752641133707,-0.020186674477308708
0.011845872903485473,-0.022423094630860563,-0.015460794794953325,-0.004618665195927685,0.025084473107614712,0.026659286307560585,0.031079860230816533,0.031049008583370563,0.029403272994726226,0.031931729658529306,0.029637774598003652,0.028340203692976518,0.024490524031889116
-0.01707015143509088,-0.02560682281323634,-0.020720054046542313,-0.013269805486630482,-0.0021301656535393744,-0.0033311519804239704,-0.009165175283714218,-0.012688867272865334,-0.0170381374364853,-0.012866379203221756,-0.005159663065620768,-0.003035183584937373,-0.0022931424529720745
-0.003167550454273301,-0.023528090892398712,-0.01658156594674387,-0.0036037227313810982,-0.02001225094589758,-0.023033150986361557,-0.03091531362146198,-0.05264303390006497,-0.04170979467794744,-0.045732588364672755,-0.035363095311000126,-0.029147858390541903,-0.03846905937403844
0.010560054830313257,-0.01681191698296136,-0.010363284690299124,-0.0016577151981732596,-0.0008649320770882455,0.00044587700379191244,0.0017070093259417265,-0.0007725563844857009,0.00998149428345707,0.006091739485485137,-0.0006871008303919179,-0.001234133802460624,-0.009429476610708365
0.016298439696002462,0.0025590260666705777,0.004018009940855549,0.005945744761700622,0.013676602441983671,0.015418558166888969,0.01508122343908899,0.03050709080641023,0.027802879574398087,0.027030168825640022,0.018702137667428342,0.015119923777904942,0.023383917365191964
-6.837194888250764e-05,-0.00010903830322939179,-0.0003967200879206878,-0.0003270729897096869,-0.002943471287482984,-0.00407221929031224,-0.009022376484294435,-0.01731889594043612,-0.004149472326445358,-0.010251949089937207,-0.014995072538988907,-0.013291889555507308,-0.02207937417718453
0.003680366229604379,0.010434801338592647,0.00990350142817098,0.01008890776773863,0.012471596020906485,0.014144874199229504,0.01587448918835056,0.029400527054728842,0.022222650678507705,0.024189746118953748,0.019841618631626368,0.016016141528300665,0.029697550857077815
0.0061055173435140275,-0.0009651761868574305,0.00027223802654186,0.000573080138241755,0.016063498766107062,0.017165664030597248,0.022251853007487186,0.023529080302649996,0.019844201620158985,0.019785962691025505,0.020521432105432558,0.020931191090713064,0.026218462335826587
-0.00918351766719225,0.0022470015788746966,0.0017473404378427482,-5.940284182948119e-05,-0.013279373182930963,-0.014851094895932865,-0.018768744852784642,-0.020795105842499106,-0.01961606757919032,-0.01949902293796657,-0.018033803203576837,-0.0169420209021246,-0.022629844164294255
-0.012969020625971356,0.0026600802427989567,0.002119601973723295,-0.0004186434975310682,0.019764199785760647,0.020324828831319496,0.02527199215341149,0.03307859967369242,0.022142162047761982,0.02907986749769642,0.029487693484592015,0.028468845068813753,0.03400965870103634
-0.01137730512672476,-0.0015796913195594842,0.0006475084792163521,-0.0009493464475348601,-0.022738762368835187,-0.023224502119302402,-0.027838852191992638,-0.0412574192673808,-0.02281648173666906,-0.027555891939606503,-0.03178772307547806,-0.028801375828234388,-0.04256687434121298
-0.0019804256204355854,0.001779941574219679,0.0020790407006805456,0.0006219403767033782,-0.0142253783529747,-0.01483182806097378,-0.017629429955896773,-0.007264536940967181,-0.0087658778108477,-0.010138040984917995,-0.01533869418045597,-0.01746228830023,-0.011292438908106273
-0.007073774755908021,0.006332649670805157,0.0021521852761305915,0.0006398176377355735,-0.01346685993496945,-0.013762294762902158,-0.016535531937235684,-0.027903315621193303,-0.017816451403554034,-0.02088080897341349,-0.01858414104552797,-0.015578095480972887,-0.022742505120248224
-0.01967807372732754,-0.0043347680500573915,-0.004922034151841226,-0.0033247610357322044,-0.0016371663987792377,-0.0018406681811572049,-0.003562818241968187,-0.012180213278000007,-0.014461178331718783,-0.016118342998862056,-0.007019067368320919,-0.001299363794235564,-7.853861653661642e-05
0.006520005622891553,-0.003291649795231555,-0.0008540224962984011,-0.00036209786185159576,0.025283690195834697,0.0238068447378968,0.027814473153765985,0.027222720078502904,0.015578863751243954,0.02031071320383049,0.02792608288358034,0.028129145285962887,0.03458882195122337
0.0041336704888479325,0.006166401885003836,0.0060418832105624265,0.007635070960252399,-0.01300546543702787,-0.011401456633054552,-0.013703857426270184,-0.01746143310884163,-0.0066851308041528945,-0.012525223093708737,-0.016570735020802196,-0.015213986947691605,-0.02792113129721996
-0.012266337639778779,0.0006280547862318464,0.00014513186736264672,0.005804314809665367,0.019376939040213096,0.01660129378253933,0.01447156227704629,-0.016181495916271604,-0.0046323196903386155,-0.0029275790910554544,0.004206130984500733,0.009986435661762716,-0.005427598502924513
-0.015915988771766556,-0.012861576533788277,-0.012319880206876466,-0.01039890357478146,-0.01722706631072721,-0.01697857540610565,-0.011509442506429537,-0.009442433436326336,-0.013060260498646281,-0.012278267005871313,-0.013826205993721974,-0.015439100690734953,-0.014316087446782366
-0.017913350385858173,-0.008674223925206115,-0.009509071226427523,-0.012281449350702522,-0.01903390332465999,-0.02095218800713884,-0.029937711016360023,-0.037666694812882096,-0.029447826478693817,-0.030880974142118323,-0.029395162171660827,-0.02620810930301032,-0.03540612705561419
-0.0003137719079769719,0.005463626179699865,0.004168177806561868,-0.0012627786796026719,-0.0009713067147118445,-0.003408601951230997,-0.007558264589572576,-0.03371101928168585,-0.018393413281829196,-0.02026860647368145,-0.01443513394811291,-0.00947475582092594,-0.028183472359553985
0.01755111153852339,0.005182337850972996,0.0007574811664443626,-0.0023497931125046057,0.023737229801654377,0.02424702058939361,0.024345054951675594,0.03405590012071369,0.026957375111854143,0.029474788256390383,0.02695540558741949,0.02359968662972789,0.031506168059337814
0.003950187127212462,0.0081817791274581,0.005354505989772829,0.0008285796199287709,0.00019887566617559987,0.0008738304770399934,-0.007073445222024714,-0.014090314916090252,-0.001357358156590216,-0.004187755410720695,-0.004580086790433202,-0.00295685966239545,-0.01225855479526039
0.005118419247204903,0.00707631045370305,0.0033198656618105282,-0.001004857302951745,0.017408636258778323,0.016658717523212484,0.018337958067275957,0.018687715012822848,0.015791222936057947,0.016900260179277815,0.017047536455341517,0.017972918081657463,0.019687419893581692
0.023285677786058587,0.019599207505994753,0.014370685638115388,0.008929869344195929,0.02347404926500506,0.02423856741293668,0.02867387523835966,0.04088378254348379,0.03714010472682827,0.03644947692680778,0.02968638062378237,0.0280962590041387,0.035662092697040126
0.0007667201205417555,0.0071365237890113065,0.0018806210927415634,-0.0012289823675973865,-0.0036928986674208708,-0.003722745956409036,-0.0015483431633369674,6.858733853110088e-05,0.0032564145074651663,0.002829033424479377,-0.003656227101891174,-0.005419983294480235,-0.004813582007776596
-0.0035082322950240165,0.00197557089128253,-0.000574383895215802,-0.00422342716886992,0.01857245262095678,0.016170432216459116,0.021926206137544445,0.03389582013614234,0.009747843429648517,0.016348810023883553,0.022330120239060447,0.021870098969638985,0.027525550642167662
-0.005057077373411242,0.005547766501209583,-0.0013243115924025384,-0.007508415195452645,-0.0003864056833379159,-0.003517952618642106,-0.007038532485371982,-0.016889732336269447,-0.00480599443787344,-0.010854131188928307,-0.012065050688488288,-0.008174120859084644,-0.017745562276762605
-0.013220468796862894,0.005498221407441273,0.007324996962084107,0.008103209084961316,-0.011238505379693708,-0.012726649138748861,-0.012153801332366723,-0.00543136039538239,-0.01414399991534021,-0.014643518937527578,-0.012802948375664758,-0.012499104499534952,-0.0068103144226617784
0.008079447023652882,-0.00989216123449721,-0.004439714886092183,0.0041405975912895965,0.019110637443887833,0.01872689530575063,0.017928724121083275,0.0016641020304886123,0.018488865849489278,0.016700199359927836,0.01588887974798192,0.018995445980773962,0.009092765685450477
0.017468538334409707,0.015220682546112307,0.012351251831675514,0.009018522165861409,0.0005443000059754935,0.002673172287675979,0.005849388648102697,0.026059562381689272,0.013653828794816247,0.015433508743365687,0.009114888795991316,0.004926150585454314,0.0167819630841477
-0.008995128500741712,-0.0020985877881272152,-0.003992566489418925,-0.003116185571903851,0.014805074980121478,0.012144310098162314,0.018167614617543015,0.014428030269232561,-0.0007344369114204996,0.005557116778154958,0.016487135166817435,0.019554701269860697,0.024622804784120156
0.01643749738521582,0.008011102356826116,0.010455944621696078,0.012046445652131865,0.015841762453695105,0.01662376398023319,0.013880630682948727,0.016932008995423242,0.018244210676747752,0.018663255200627393,0.01756829753852207,0.01526130827140526,0.017264514708634104
-0.0055856306569996165,0.0012938769537633732,-0.0001829524981110664,0.0026355894487550824,0.017331889126740278,0.01576580351622654,0.01800338376913952,0.009457482354094937,-0.00015217641389353442,0.00547072643996005,0.014683746284569477,0.01604242634275721,0.014762173201979145
0.013621488652898653,0.0207704070893191,0.019749066511409286,0.01931274161159524,0.04551954657505578,0.04569305748186833,0.04768718913330908,0.038420314758449425,0.041457953105781487,0.04057836720005681,0.044510397714799144,0.046969089517947316,0.044480616761912284
-0.022022892336451556,0.0019430822792672053,-0.0005515828173359161,-0.0007868326435593875,-0.02511592668964891,-0.027501585987839604,-0.02831418991666612,-0.03946308854311931,-0.04042182350707535,-0.03847478252188363,-0.03009706309267912,-0.027078852118396335,-0.026318828252756332
-0.02492872258528849,-0.018778931199189053,-0.019687313573961918,-0.019843146875650475,-0.0049619742897672615,-0.007133663099353638,-0.002777172526280839,-0.024609467276263564,-0.02269068041056732,-0.021597230243117993,-0.0045884788346614025,-0.00017483162984643918,-0.0022169366255256895
-0.017097277776174948,-0.006556568540648677,-0.0050683289553471456,-0.0024464165952789996,0.02456207513943636,0.02250674644988216,0.028006287827522368,0.011525625563109543,0.008127966191985747,0.011240509633683837,0.024470058558577312,0.028167683617570605,0.02780668638233763
0.02048440289578179,0.011227193108591882,0.00849170032601343,-0.003589296950535892,0.014599176168683062,0.015743011356151995,0.017043185953179975,0.024666389156861035,0.022013393913111967,0.020868549324685848,0.01685409244907432,0.01453484618622225,0.018228984609112153
1.915305701705089e-05,0.01586749115012509,0.011424384316738978,-0.00012981750470564268,-0.0012363867168764075,-0.0008685026111930686,0.0002552803011537791,-0.003622088616215269,-0.004321357269128967,-0.0021376456842902014,0.00045823409866119214,-0.0011810885846766928,0.00012859202782067314
-0.0021999686465505684,0.016041528339899358,0.011157830253753387,-0.0021335466954295335,-0.01344296468749085,-0.01439332911159404,-0.013726988039547156,-0.013132679841684647,-0.009828434831622102,-0.013044326970353404,-0.01523507039855565,-0.014894085565654303,-0.01842479891497073
0.006866385800242838,0.009437936663470259,0.009111276981112804,0.003248752886786388,0.017076600682422043,0.015946165805569436,0.014587425129263146,-0.004147242383039318,0.005509944299857628,0.0026917459229927054,0.009815346068743347,0.014076110536321185,0.005481584612265777
0.0034549793696774266,0.0010200620487794687,0.002375197715055455,-0.0041130878305304375,0.010705228882285043,0.01341838654323718,0.013984605949967869,0.026315677322017006,0.026390338922811285,0.026644647544449507,0.01743026624473276,0.013075824968883154,0.01789823331813256
-0.0007329522698434171,0.006454100402464524,0.005491610421689552,0.0035896673788087252,0.0033142399465659355,0.003122526537149403,0.004520029895454528,0.0012077628179687494,0.0008225479091181764,-0.000306143836378725,0.0010596861373446398,0.002658121468374519,0.00031101295459645684
0.0006459916951343909,0.005986799871362747,0.003408584265686354,0.002452913363641729,-0.00019589539909816328,0.0006259814912839727,0.008159672985783756,0.027151337696768696,0.0068746431196038404,0.01083292465865271,0.007647584035364696,0.004208043545514739,0.014469630998508842
0.01439179682394019,0.01647628098618603,0.014887298187089781,0.011233158343844307,0.013327267025338967,0.01379823143278454,0.01493208458475987,0.013788980538626205,0.015580298599187303,0.01631124576016174,0.015173597892092383,0.014080308506128514,0.01420225067051506
-0.01621521423543458,-0.009940477691034344,-0.00808481609571543,-0.010809845786676209,-0.007377467793586851,-0.008498601159436944,-0.00648895041389656,-0.012929610166344974,-0.010055364190632243,-0.01237186927099021,-0.008685128600819159,-0.006269328666435703,-0.005556816539679987
-0.006834586828692857,0.003002018237153292,0.003750678658201112,-0.0040898104764522936,0.00752757072199508,0.007873145131574678,0.018126872179633713,0.026522245292504687,0.013437419889934743,0.01619361032149036,0.01672160799599154,0.015554480781489799,0.027088746499795313
-0.0027243187713705376,-0.001110123973431687,0.000582854556496315,-0.007927697201061012,0.004618975834643894,0.005450664632965801,0.0016529242172139507,0.007345556952824905,0.004542999079340637,0.005249757640841679,0.0047767689935858115,0.0021799558973816247,0.0029537063746183367
0.013690526934119679,0.006215354492445702,0.0054569144667233616,-0.00129558063819335,0.002107866604131898,0.005200339369791268,0.0069417730982891,0.019493110873193498,0.01769740110309348,0.01680389727041387,0.011545084734675193,0.008424343812893476,0.013284451809641551
-0.0006612201965958831,0.002307660753913199,0.004366889363985438,-0.002890725802135896,0.021508920023292494,0.01924862488997206,0.018720053816664306,0.016767787310733473,0.011858251691141852,0.014873865641538364,0.019346413350275204,0.020942304409170776,0.022326402643947363
-0.004851302866676689,-0.009327548204750569,-0.006476747659483806,-0.011451474203259537,0.01743424516538454,0.015274924804382084,0.016199103947569675,0.01079486245099237,0.0032929218207005118,0.007899949370502979,0.012644197075704078,0.015674054975005403,0.008505188575939293
0.0004975099364151692,0.012464740799426277,0.009760654903464783,0.0029509515754317928,-0.013199834707748557,-0.013581619773081914,-0.015662127198352024,-0.02494385353082018,-0.01633636917739445,-0.019995830068652354,-0.018656407950251475,-0.01708308127182845,-0.02037797019364085
0.003666231948482628,0.0040575155592990075,-0.004668030742438489,0.0019641606752998086,2.358189426352917e-05,0.002382332822519864,0.0070307894806474775,0.019139036283686295,0.01103156538892236,0.011096550706884756,0.03537504207671893,0.0326111850630344,0.03164633961785546
